id,season,home_team_goal,away_team_goal,date,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11,name,name,team_long_name,team_short_name,team_long_name,team_short_name
12060,2012/2013,1,0,2013-05-11 00:00:00,39415,77767,41412,18880,37768,39267,41694,24459,18733,37273,45220,181910,190971,184770,215723,41769,41887,57114,438507,40274,39485,42017,Italy,Italy Serie A,Catania,CAT,Pescara,PES
12061,2012/2013,0,0,2013-05-12 00:00:00,34530,288613,24970,30453,26522,23688,32751,30905,27335,108808,161328,39725,267365,30928,22337,177874,26472,30747,174850,30714,128020,40165,Italy,Italy Serie A,Milan,ACM,Roma,ROM
12062,2012/2013,2,0,2013-05-12 00:00:00,39599,57067,27660,26171,43341,11685,317717,21446,66890,30638,27657,155246,184999,24793,96645,110883,39428,34000,57124,26797,150410,282770,Italy,Italy Serie A,Lazio,LAZ,Sampdoria,SAM
12063,2012/2013,2,1,2013-05-12 00:00:00,27560,42043,32769,31300,27684,25818,30940,49860,155257,49677,42041,414788,41874,39541,27719,42434,40656,113604,41841,39397,214449,177688,Italy,Italy Serie A,Napoli,NAP,Siena,SIE
12064,2012/2013,1,1,2013-05-12 00:00:00,50669,42008,39304,181984,39273,27630,49897,161661,299411,168047,38920,41818,41962,33422,49543,46820,39376,41432,73977,39391,41269,27733,Italy,Italy Serie A,Chievo Verona,CHI,Torino,TOR
12065,2012/2013,2,2,2013-05-19 00:00:00,42390,46820,41962,33422,49543,37350,73977,41432,358759,41269,128732,30143,39267,77767,18880,37768,56992,24459,18733,166509,45220,37273,Italy,Italy Serie A,Torino,TOR,Catania,CAT
12066,2012/2013,2,2,2013-05-19 00:00:00,39713,41536,39726,24484,37537,39222,49940,27671,24500,244835,35421,24454,173509,26223,72448,299411,449229,161661,27630,25519,38920,168047,Italy,Italy Serie A,Atalanta,ATA,Chievo Verona,CHI
12067,2012/2013,1,5,2013-05-19 00:00:00,181910,39729,184770,215723,39485,57114,183039,438507,40274,136516,42017,41671,144999,38458,27411,24536,47373,37545,38433,155066,92666,155738,Italy,Italy Serie A,Pescara,PES,Fiorentina,FIO
12068,2012/2013,0,0,2013-05-19 00:00:00,197952,41930,231753,265275,182776,199833,170667,24789,41475,39450,30881,212772,97789,41869,24792,34008,41394,39498,154239,40601,39447,41542,Italy,Italy Serie A,Bologna,BOL,Genoa,GEN
12069,2012/2013,3,2,2013-05-18 00:00:00,155246,184999,24793,39490,25587,57124,27702,163919,68436,362198,282770,27615,96616,24235,41884,109298,42645,30731,167634,41892,39540,96540,Italy,Italy Serie A,Sampdoria,SAM,Juventus,JUV
12070,2012/2013,1,0,2013-05-19 00:00:00,42478,27672,74009,103266,210704,41433,24405,89079,155056,35575,172644,39599,27660,35244,26171,39562,317717,39334,11685,66890,150401,30638,Italy,Italy Serie A,Cagliari,CAG,Lazio,LAZ
12071,2012/2013,1,2,2013-05-19 00:00:00,414788,41874,39541,27719,42434,40656,113604,41841,73845,31304,177688,34530,39555,24970,30453,288613,24507,32751,46241,39367,33974,108808,Italy,Italy Serie A,Siena,SIE,Milan,ACM
12072,2012/2013,2,1,2013-05-19 00:00:00,39725,71500,30928,22337,177874,26472,110378,174850,96398,128020,154249,27560,31300,32769,114769,39535,30940,30966,41658,50074,25597,49677,Italy,Italy Serie A,Roma,ROM,Napoli,NAP
12073,2012/2013,1,3,2013-05-19 00:00:00,27558,164029,25815,39509,365531,39194,68404,113631,92532,105548,32747,35644,39643,40621,27679,39345,73999,27599,299653,33816,38827,182106,Italy,Italy Serie A,Palermo,PAL,Parma,PAR
12074,2012/2013,2,5,2013-05-19 00:00:00,42422,197352,30930,362114,98254,25772,239219,100033,41199,50189,25598,157284,46875,19249,41318,30983,188652,27731,202341,210278,196484,27734,Italy,Italy Serie A,Inter,INT,Udinese,UDI
12075,2012/2013,1,0,2012-09-23 00:00:00,39170,39694,24484,41869,24500,42650,27671,104744,29587,127460,35421,41045,164029,39194,25815,92532,30920,56576,196205,37537,105548,147951,Italy,Italy Serie A,Atalanta,ATA,Palermo,PAL
12076,2012/2013,1,1,2012-09-23 00:00:00,27658,41930,42308,27721,182776,24546,42601,199833,41475,39450,30881,181910,41769,184770,39485,27680,42420,39264,67300,207617,252650,170660,Italy,Italy Serie A,Bologna,BOL,Pescara,PES
12077,2012/2013,0,3,2012-09-23 00:00:00,42502,41478,74009,103266,24414,71768,24405,41433,155056,35575,172644,30841,195190,30928,22337,24622,96398,110378,264842,174850,154249,362194,Italy,Italy Serie A,Cagliari,CAG,Roma,ROM
12078,2012/2013,0,0,2012-09-23 00:00:00,39415,28907,41412,18880,39284,56992,41694,24459,18733,37273,45220,32746,42388,32769,39509,39535,30940,25818,41658,50074,25597,49677,Italy,Italy Serie A,Catania,CAT,Napoli,NAP
12079,2012/2013,0,2,2012-09-23 00:00:00,42422,98254,25526,197352,100033,41199,56585,30930,30878,32748,30549,414788,164319,37508,27719,17836,24854,39644,39229,31304,185867,42041,Italy,Italy Serie A,Inter,INT,Siena,SIE
12080,2012/2013,2,0,2012-09-22 00:00:00,30717,39774,24235,41884,109298,41890,248453,167634,111862,39540,38717,39477,42008,39304,26223,58499,42651,27630,39487,41394,38920,24448,Italy,Italy Serie A,Juventus,JUV,Chievo Verona,CHI
12081,2012/2013,0,1,2012-09-23 00:00:00,39599,38922,27660,40001,185925,11685,21446,39334,66890,18506,150401,24503,299411,30424,24403,34008,39498,202343,72518,192504,39447,161660,Italy,Italy Serie A,Lazio,LAZ,Genoa,GEN
12082,2012/2013,1,1,2012-09-22 00:00:00,35644,94326,40621,27679,39345,73999,27599,37541,33816,158263,182106,41671,113318,38458,144999,155066,47373,37545,38433,39422,170775,92666,Italy,Italy Serie A,Parma,PAR,Fiorentina,FIO
12083,2012/2013,1,1,2012-09-23 00:00:00,109060,41652,24793,96645,41865,39428,34000,163919,121044,33640,68436,41818,46820,150670,49543,39391,41269,41432,41816,31725,27690,42437,Italy,Italy Serie A,Sampdoria,SAM,Torino,TOR
12084,2012/2013,2,1,2012-09-23 00:00:00,157284,46875,19249,39643,109338,188652,27731,210278,39357,71788,27734,34530,39555,30453,24970,41605,24507,32751,39367,30603,24549,161328,Italy,Italy Serie A,Udinese,UDI,Milan,ACM
12085,2012/2013,2,1,2012-09-26 00:00:00,39415,77767,41412,18880,39284,39267,41694,24459,18733,37273,45220,39170,39694,39726,41869,24500,42650,104744,27671,47564,35421,29587,Italy,Italy Serie A,Catania,CAT,Atalanta,ATA
12086,2012/2013,0,2,2012-09-26 00:00:00,39477,39273,39304,26223,42008,42651,27630,39487,41394,27665,24448,42422,25526,30492,197352,98254,30460,30930,41199,100033,30878,30549,Italy,Italy Serie A,Chievo Verona,CHI,Inter,INT
12087,2012/2013,0,0,2012-09-25 00:00:00,41671,113318,38458,144999,155066,178603,37545,38433,24536,155738,92666,30717,30902,24235,41884,30474,49939,30731,167634,111862,39540,96540,Italy,Italy Serie A,Fiorentina,FIO,Juventus,JUV
12088,2012/2013,1,1,2012-09-26 00:00:00,24503,30424,24403,39419,299411,72518,39498,46374,154239,39447,161660,35644,30906,40621,27679,213366,73999,27599,37541,33816,38827,182106,Italy,Italy Serie A,Genoa,GEN,Parma,PAR
12089,2012/2013,2,0,2012-09-26 00:00:00,34530,39555,34952,30453,288613,46242,30598,24507,30603,24549,161328,42502,41478,74009,103266,24414,27672,24405,41433,155056,35575,172644,Italy,Italy Serie A,Milan,ACM,Cagliari,CAG
12090,2012/2013,3,0,2012-09-26 00:00:00,32746,42388,32769,24504,39535,30966,25818,50074,41658,25597,49677,39599,39562,40001,35244,185925,39334,11685,25594,21446,66890,30638,Italy,Italy Serie A,Napoli,NAP,Lazio,LAZ
12091,2012/2013,1,0,2012-09-26 00:00:00,27677,190971,184770,39485,41769,42420,39264,67300,207617,252650,170660,41045,164029,39194,25815,92532,56576,196205,37537,147951,30920,105548,Italy,Italy Serie A,Pescara,PES,Palermo,PAL
12092,2012/2013,1,1,2012-09-26 00:00:00,30841,27695,30928,22337,24622,264842,110378,128020,174850,154249,30714,109060,41652,24793,96645,41865,39428,34000,163919,68436,24491,362198,Italy,Italy Serie A,Roma,ROM,Sampdoria,SAM
12093,2012/2013,1,0,2012-09-27 00:00:00,414788,164319,37508,27719,17836,24854,57082,39229,31304,185867,42041,27658,42308,27721,73841,27720,26214,24546,182776,39450,39474,30881,Italy,Italy Serie A,Siena,SIE,Bologna,BOL
12094,2012/2013,0,0,2012-09-26 00:00:00,41818,46820,41962,49543,130155,73977,41816,41432,191081,42437,150410,157284,46875,19249,39643,30983,56600,188652,41404,49860,71788,27733,Italy,Italy Serie A,Torino,TOR,Udinese,UDI
12095,2012/2013,1,5,2012-09-30 00:00:00,39170,42650,24484,41869,41497,127460,27671,104744,29587,244835,35421,41818,46820,150670,49543,130155,41269,41816,39376,31725,27690,42652,Italy,Italy Serie A,Atalanta,ATA,Torino,TOR
12096,2012/2013,4,0,2012-09-30 00:00:00,27691,41930,27721,42308,182776,199833,26214,42579,39450,41475,30881,39415,28907,41412,18880,37768,39267,41694,24459,18733,37273,166509,Italy,Italy Serie A,Bologna,BOL,Catania,CAT
12097,2012/2013,1,2,2012-09-30 00:00:00,41478,74009,112476,24414,27672,41433,71768,172644,35575,79253,181910,190971,39541,39485,41769,67300,39264,42420,207617,252650,170660,41478,Italy,Italy Serie A,Cagliari,CAG,Pescara,PES
12098,2012/2013,2,1,2012-09-30 00:00:00,42422,25526,30492,197352,30460,56585,30930,98254,184536,30549,32748,41671,113318,38458,144999,155066,178603,37545,38433,24536,155738,92666,Italy,Italy Serie A,Inter,INT,Fiorentina,FIO
12099,2012/2013,4,1,2012-09-29 00:00:00,30717,30902,24235,41884,96616,49939,30731,41890,41892,41411,38717,30841,27695,30928,22337,24622,30682,110378,264842,174850,40165,30714,Italy,Italy Serie A,Juventus,JUV,Roma,ROM
12100,2012/2013,2,1,2012-09-30 00:00:00,39599,39562,27660,35244,66890,25594,57067,39334,26294,11685,30638,414788,164319,37508,27719,17836,24854,39644,39229,42433,282438,42041,Italy,Italy Serie A,Lazio,LAZ,Siena,SIE
12101,2012/2013,4,1,2012-09-30 00:00:00,41045,164029,39194,24443,92532,56576,30920,196205,27663,147951,32747,39477,39273,173509,39304,25519,42651,161661,39487,41394,27665,42425,Italy,Italy Serie A,Palermo,PAL,Chievo Verona,CHI
12102,2012/2013,1,1,2012-09-29 00:00:00,35644,30906,40621,27679,39345,58485,39301,37541,33816,158263,38827,34530,39555,26315,24970,288613,30598,32751,39367,27335,161328,96643,Italy,Italy Serie A,Parma,PAR,Milan,ACM
12103,2012/2013,0,1,2012-09-30 00:00:00,109060,41652,24793,96645,41865,181995,121044,163919,39428,362198,68436,32746,42388,32769,24504,39535,30966,25818,41658,50074,25597,49677,Italy,Italy Serie A,Sampdoria,SAM,Napoli,NAP
12104,2012/2013,0,0,2012-09-30 00:00:00,157284,46875,19249,39643,109338,27731,210278,41404,39357,182791,71788,24503,299411,30424,24403,34008,49897,72518,46374,154239,39447,161660,Italy,Italy Serie A,Udinese,UDI,Genoa,GEN
12105,2012/2013,2,0,2012-10-07 00:00:00,39415,28907,41412,77767,39284,39267,41694,24459,18733,37273,45220,35644,94326,40621,27679,40686,73999,27599,37541,33816,38827,182106,Italy,Italy Serie A,Catania,CAT,Parma,PAR
12106,2012/2013,2,1,2012-10-06 00:00:00,39477,39273,39304,26223,25519,39426,42651,39487,168047,38920,27665,109060,41652,96645,41865,26797,39428,34000,163919,121044,33640,68436,Italy,Italy Serie A,Chievo Verona,CHI,Sampdoria,SAM
12107,2012/2013,1,0,2012-10-07 00:00:00,41671,113318,144999,178955,39422,47373,39537,38433,24536,30709,92666,27658,,27721,73841,41930,24546,199833,182776,39450,41475,30881,Italy,Italy Serie A,Fiorentina,FIO,Bologna,BOL
12108,2012/2013,1,1,2012-10-06 00:00:00,24503,299411,30424,39419,46374,49897,72518,39498,40601,39447,161660,41045,164029,39194,25815,92532,30920,56576,196205,147951,37537,32747,Italy,Italy Serie A,Genoa,GEN,Palermo,PAL
12109,2012/2013,0,1,2012-10-07 00:00:00,34530,34952,30453,26315,288613,30598,24507,30603,27335,161328,96643,42422,25526,30492,197352,98254,56585,30930,30460,184536,30549,32748,Italy,Italy Serie A,Milan,ACM,Inter,INT
12110,2012/2013,2,1,2012-10-07 00:00:00,32746,42388,155050,24504,39535,41658,25818,30966,50074,25597,49677,157284,46875,19249,41318,210278,188652,27731,41404,39357,31614,27734,Italy,Italy Serie A,Napoli,NAP,Udinese,UDI
12111,2012/2013,0,3,2012-10-07 00:00:00,181910,41769,215723,39541,39485,41887,39264,42420,252650,170660,136516,39599,39562,27660,35244,66890,39334,11685,57067,21446,25594,30638,Italy,Italy Serie A,Pescara,PES,Lazio,LAZ
12112,2012/2013,2,0,2012-10-07 00:00:00,30841,195190,267365,22337,24622,264842,110378,26472,174850,154249,30714,39170,42650,18923,41497,24500,182765,104744,27671,29587,35421,244835,Italy,Italy Serie A,Roma,ROM,Atalanta,ATA
12113,2012/2013,1,2,2012-10-07 00:00:00,414788,164319,37508,27719,17836,24854,57082,39229,31304,185867,42041,30717,30902,182606,41884,30474,49939,30731,41890,41892,96540,38717,Italy,Italy Serie A,Siena,SIE,Juventus,JUV
12114,2012/2013,0,1,2012-10-07 00:00:00,41818,46820,150670,49543,130155,41269,39376,41816,191081,27690,42652,42502,24414,112476,103266,210704,24405,27672,71768,41433,34633,172644,Italy,Italy Serie A,Torino,TOR,Cagliari,CAG
12115,2012/2013,2,1,2012-10-21 00:00:00,39713,24484,39726,41869,41497,47564,27671,104744,29587,35421,244835,414788,164319,37508,27719,17836,24854,57082,39229,42482,41661,42041,Italy,Italy Serie A,Atalanta,ATA,Siena,SIE
12116,2012/2013,1,0,2012-10-21 00:00:00,42502,24414,112476,103266,210704,24405,27672,71768,41433,34633,172644,27658,41930,42308,73841,182776,24546,39450,42579,199833,41475,30881,Italy,Italy Serie A,Cagliari,CAG,Bologna,BOL
12117,2012/2013,1,1,2012-10-21 00:00:00,39477,42008,39304,181984,25519,39426,42651,39487,24436,38920,27665,41671,113318,38458,144999,155066,178603,37545,38433,24536,30709,92666,Italy,Italy Serie A,Chievo Verona,CHI,Fiorentina,FIO
12118,2012/2013,2,4,2012-10-21 00:00:00,24503,39419,30424,24403,34008,40601,49897,72518,46374,50449,39447,30841,195190,267365,22337,24622,30682,110378,264842,174850,40165,30714,Italy,Italy Serie A,Genoa,GEN,Roma,ROM
12119,2012/2013,2,0,2012-10-21 00:00:00,42422,25526,30492,197352,154246,25595,30930,30460,32748,30991,30549,39415,28907,41412,18880,39284,39267,41694,24459,18733,37273,45220,Italy,Italy Serie A,Inter,INT,Catania,CAT
12120,2012/2013,2,0,2012-10-20 00:00:00,27615,30902,24235,41884,30474,49939,30731,41890,111862,39540,96540,32746,42388,32769,24504,39535,30966,25818,50074,41658,25597,49677,Italy,Italy Serie A,Juventus,JUV,Napoli,NAP
12121,2012/2013,3,2,2012-10-20 00:00:00,37503,39562,27660,35244,66890,39334,11685,57067,21446,25594,30638,30713,39555,34952,26315,39549,30598,24507,39367,27335,161328,24549,Italy,Italy Serie A,Lazio,LAZ,Milan,ACM
12122,2012/2013,0,0,2012-10-21 00:00:00,41045,164029,39194,25815,92532,30920,210932,196205,37537,147951,325916,41818,130155,41962,33422,39391,41269,73977,41816,41432,27690,42437,Italy,Italy Serie A,Palermo,PAL,Torino,TOR
12123,2012/2013,2,1,2012-10-21 00:00:00,35644,39345,30906,40621,33816,35643,27599,37541,40686,38827,182106,109060,41652,96645,41865,68436,121960,34000,39428,121044,33640,362198,Italy,Italy Serie A,Parma,PAR,Sampdoria,SAM
12124,2012/2013,1,0,2012-10-21 00:00:00,157284,46875,19249,41318,210278,188652,27731,41404,49860,31614,27734,181910,41769,111739,39485,27680,41887,67300,42420,207617,163199,128732,Italy,Italy Serie A,Udinese,UDI,Pescara,PES
12125,2012/2013,1,3,2012-10-28 00:00:00,27658,41930,42308,73841,182776,24546,199833,42579,41475,30881,172899,42422,25526,30492,197352,30460,56585,25595,30930,98254,30549,30991,Italy,Italy Serie A,Bologna,BOL,Inter,INT
12126,2012/2013,0,1,2012-10-28 00:00:00,39415,281019,41412,18880,39267,18733,41694,24459,39284,45220,37273,30717,30902,24235,41884,30474,30731,49939,248453,111862,36410,38717,Italy,Italy Serie A,Catania,CAT,Juventus,JUV
12127,2012/2013,2,0,2012-10-28 00:00:00,41671,144999,38458,178955,155066,39537,47373,38433,24536,155738,92666,37503,39562,27660,35244,66890,57067,39334,11685,21446,25594,30638,Italy,Italy Serie A,Fiorentina,FIO,Lazio,LAZ
12128,2012/2013,1,0,2012-10-27 00:00:00,30713,24970,34952,26315,39555,30598,24507,39549,30603,46554,161328,24503,299411,30424,39419,34008,40601,72518,39498,46374,154239,161660,Italy,Italy Serie A,Milan,ACM,Genoa,GEN
12129,2012/2013,1,0,2012-10-28 00:00:00,32746,42388,32769,24504,39535,25818,30966,50074,41658,25597,193441,39477,42008,39304,181984,25519,27630,42651,39487,24436,41394,38920,Italy,Italy Serie A,Napoli,NAP,Chievo Verona,CHI
12130,2012/2013,0,0,2012-10-28 00:00:00,181910,39485,27680,111739,190971,67300,39264,40274,163199,207617,170660,39170,42650,39726,41869,41497,27671,104744,127460,29587,182765,35421,Italy,Italy Serie A,Pescara,PES,Atalanta,ATA
12131,2012/2013,2,3,2012-10-28 00:00:00,30841,195190,267365,22337,177874,30682,110378,96398,174850,40165,30714,157284,155260,39643,41318,109338,210278,188652,41404,49860,31614,27734,Italy,Italy Serie A,Roma,ROM,Udinese,UDI
12132,2012/2013,0,1,2012-10-28 00:00:00,39769,25587,24793,96645,41652,181995,39198,57124,68436,33640,362198,42502,24414,112476,103266,210704,24405,27672,71768,41433,155056,34633,Italy,Italy Serie A,Sampdoria,SAM,Cagliari,CAG
12133,2012/2013,0,0,2012-10-27 00:00:00,414788,164319,37508,27719,17836,24854,40656,39229,31304,185867,42041,41045,164029,39194,25815,92532,30920,210932,24443,147951,27663,32747,Italy,Italy Serie A,Siena,SIE,Palermo,PAL
12134,2012/2013,1,3,2012-10-28 00:00:00,41818,46820,150670,33422,39391,39376,41816,41432,150410,191081,42437,39567,30906,40621,27679,39345,58485,27599,73999,33816,40686,38827,Italy,Italy Serie A,Torino,TOR,Parma,PAR
12135,2013/2014,2,1,2013-08-25 00:00:00,42502,27672,112476,74009,281760,41433,24405,71768,120221,79253,35575,39170,42650,26315,39726,39229,195414,27671,49940,127460,35421,206242,Italy,Italy Serie A,Cagliari,CAG,Atalanta,ATA
12136,2013/2014,2,1,2013-08-26 00:00:00,176186,178955,38458,27411,155066,27694,37545,38433,24536,27326,38699,39415,28907,77767,18880,115297,39267,110378,166509,18733,37273,21410,Italy,Italy Serie A,Fiorentina,FIO,Catania,CAT
12137,2013/2014,2,1,2013-08-24 00:00:00,105828,39440,42691,97502,22283,39194,282775,178603,40601,30709,213317,34530,39555,24970,30453,26522,39367,24507,57124,46241,108808,161328,Italy,Italy Serie A,Hellas Verona,VER,Milan,ACM
12138,2013/2014,2,0,2013-08-25 00:00:00,42422,42388,25526,197352,19352,41199,30930,25772,98254,50189,30991,181910,178120,24792,41869,46374,161661,41694,72518,31725,154239,30881,Italy,Italy Serie A,Inter,INT,Genoa,GEN
12139,2013/2014,2,1,2013-08-25 00:00:00,39599,185925,184132,26171,43341,11685,57067,21446,66890,38393,30638,106294,265275,19249,41318,30983,192325,27731,39357,31614,210278,27734,Italy,Italy Serie A,Lazio,LAZ,Udinese,UDI
12140,2013/2014,0,2,2013-08-25 00:00:00,181920,244816,163557,120132,79256,41369,41329,42393,317156,3377,27613,32746,34305,46875,22337,24622,96398,30682,26472,264842,30714,39447,Italy,Italy Serie A,Livorno,LIV,Roma,ROM
12141,2013/2014,3,0,2013-08-25 00:00:00,30660,39535,34029,114769,50074,30966,25818,150330,41658,25597,25759,27691,41930,27721,25922,42308,170667,41841,39450,41475,24789,27690,Italy,Italy Serie A,Napoli,NAP,Bologna,BOL
12142,2013/2014,0,0,2013-08-25 00:00:00,35644,27719,27679,39422,40686,27599,73999,33816,35643,38827,32748,50669,39273,173509,26223,25519,39487,15732,42482,42651,38920,109121,Italy,Italy Serie A,Parma,PAR,Chievo Verona,CHI
12143,2013/2014,0,1,2013-08-24 00:00:00,155246,24793,27702,41865,25587,71350,121044,163919,41652,,172899,30717,30902,24235,41884,30474,49939,30731,248453,111862,38817,38717,Italy,Italy Serie A,Sampdoria,SAM,Juventus,JUV
12144,2013/2014,2,0,2013-08-25 00:00:00,42692,150670,33422,34008,46820,39376,41432,31672,130155,161660,41269,27560,96532,79262,32597,96645,210932,74034,27685,166595,74044,150395,Italy,Italy Serie A,Torino,TOR,Sassuolo,SAS
12145,2013/2014,1,1,2013-10-29 00:00:00,39170,39726,26315,24403,42650,27671,49940,24500,29587,206242,35421,42422,31300,30492,197352,19352,41199,30930,50189,98254,239219,30991,Italy,Italy Serie A,Atalanta,ATA,Inter,INT
12146,2013/2014,0,3,2013-10-30 00:00:00,42502,24414,74009,103266,281760,118883,24405,41433,41326,172644,35575,27691,231753,27721,24443,41930,24546,170667,429988,182776,39450,113792,Italy,Italy Serie A,Cagliari,CAG,Bologna,BOL
12147,2013/2014,1,2,2013-10-30 00:00:00,176186,113318,178955,27411,155066,27694,37545,38433,24536,38699,37824,30660,39535,155050,34029,27684,25818,30966,150330,25597,46104,25759,Italy,Italy Serie A,Fiorentina,FIO,Napoli,NAP
12148,2013/2014,1,0,2013-10-30 00:00:00,181910,39549,24792,41869,178120,39222,154239,41629,46374,188054,30881,35644,39422,27719,94326,39345,56585,27599,73999,41605,32748,41413,Italy,Italy Serie A,Genoa,GEN,Parma,PAR
12149,2013/2014,2,0,2013-10-30 00:00:00,105828,22283,168569,42691,97502,42583,282775,24516,42491,30709,213317,155246,184999,24793,41865,163918,183076,163919,121044,40274,,172899,Italy,Italy Serie A,Hellas Verona,VER,Sampdoria,SAM
12150,2013/2014,4,0,2013-10-30 00:00:00,30717,96616,24235,41884,109298,49939,30731,41890,41892,38817,33030,39415,291655,41412,281019,24459,42579,239350,156097,28907,37273,424875,Italy,Italy Serie A,Juventus,JUV,Catania,CAT
12151,2013/2014,3,3,2013-10-30 00:00:00,181920,39643,163557,244816,79256,41369,41329,56992,42393,27613,177688,42692,46820,150670,34008,186764,155257,41432,41816,130155,41269,161660,Italy,Italy Serie A,Livorno,LIV,Torino,TOR
12152,2013/2014,1,1,2013-10-30 00:00:00,265273,39555,30906,24970,288613,24507,30598,30905,36121,108808,41044,39599,185925,40001,26171,43341,57067,39334,21446,11685,30638,281999,Italy,Italy Serie A,Milan,ACM,Lazio,LAZ
12153,2013/2014,1,0,2013-10-31 00:00:00,32746,71500,46875,22337,177874,96398,30682,114558,128020,39447,155738,50669,42008,39304,41852,39273,42003,42651,39487,25519,109121,24448,Italy,Italy Serie A,Roma,ROM,Chievo Verona,CHI
12154,2013/2014,1,2,2013-10-30 00:00:00,414788,293205,39696,73024,182765,182606,231093,210932,32597,27685,166595,157284,265275,19249,41318,30983,188652,41404,210278,202341,27734,196484,Italy,Italy Serie A,Sassuolo,SAS,Udinese,UDI
12155,2013/2014,0,0,2013-11-04 00:00:00,27691,231753,170667,42308,41930,39450,24546,429988,182776,41475,113792,50669,39273,42008,39304,26223,103882,68436,42651,15732,38920,109121,Italy,Italy Serie A,Bologna,BOL,Chievo Verona,CHI
12156,2013/2014,2,1,2013-11-03 00:00:00,105828,22283,168569,42691,39763,178603,282775,24516,245572,30709,40601,42502,74009,112476,103266,210704,24405,27672,41433,120221,79253,34633,Italy,Italy Serie A,Hellas Verona,VER,Cagliari,CAG
12157,2013/2014,0,2,2013-11-03 00:00:00,39599,185925,40001,43341,79013,39334,11685,57067,317717,230190,30638,181910,39549,24792,41869,39222,72518,41629,161661,39284,46374,30881,Italy,Italy Serie A,Lazio,LAZ,Genoa,GEN
12158,2013/2014,1,0,2013-11-03 00:00:00,181920,39643,39569,244816,362115,41369,163557,41329,42393,27613,111794,39170,24403,38922,39207,42650,27671,49940,39229,29587,206242,35421,Italy,Italy Serie A,Livorno,LIV,Atalanta,ATA
12159,2013/2014,0,2,2013-11-02 00:00:00,265273,39555,30906,24970,26522,24507,30598,30905,41044,108808,36121,176186,144999,38458,178955,24536,32751,27694,39719,38433,282060,38699,Italy,Italy Serie A,Milan,ACM,Fiorentina,FIO
12160,2013/2014,2,1,2013-11-02 00:00:00,30660,27684,155050,34029,49860,30940,30966,150330,41658,193441,25759,39415,28907,41412,291655,37768,166509,39267,110378,24459,239350,33640,Italy,Italy Serie A,Napoli,NAP,Catania,CAT
12161,2013/2014,0,1,2013-11-02 00:00:00,35644,39422,27679,154264,40686,56585,35643,73999,33816,38827,32748,30717,30902,49543,41884,42645,49939,248453,41890,111862,38817,96540,Italy,Italy Serie A,Parma,PAR,Juventus,JUV
12162,2013/2014,3,4,2013-11-03 00:00:00,155246,184999,24793,41865,25587,163919,92215,121044,183076,,24491,414788,293205,39696,73024,96532,74034,182606,215725,364520,41542,74044,Italy,Italy Serie A,Sampdoria,SAM,Sassuolo,SAS
12163,2013/2014,1,1,2013-11-03 00:00:00,42692,46820,150670,34008,130155,41816,73977,155257,41269,42437,27733,32746,34305,46875,30928,24622,26472,30682,114558,96398,39447,264842,Italy,Italy Serie A,Torino,TOR,Roma,ROM
12164,2013/2014,0,3,2013-11-03 00:00:00,157284,265275,19249,41318,275034,192325,188652,210278,202341,196484,27734,42422,25526,30492,197352,19352,199833,30930,50189,98254,41199,30991,Italy,Italy Serie A,Udinese,UDI,Inter,INT
12165,2013/2014,2,1,2013-11-10 00:00:00,39170,38922,39726,24403,24500,42650,27671,39207,29587,244835,206242,27691,41930,231753,42308,38148,39450,170667,429988,182776,41475,113792,Italy,Italy Serie A,Atalanta,ATA,Bologna,BOL
12166,2013/2014,2,1,2013-11-10 00:00:00,42478,24414,74009,103266,281760,24405,27672,89079,41433,79253,172644,42692,46820,39419,34008,130155,73977,41432,39376,41269,161660,155257,Italy,Italy Serie A,Cagliari,CAG,Torino,TOR
12167,2013/2014,1,0,2013-11-09 00:00:00,39415,281019,291655,41412,37768,24459,110378,42579,156097,33640,166509,157284,179791,19249,41318,202341,30983,210278,27731,41404,422685,196484,Italy,Italy Serie A,Catania,CAT,Udinese,UDI
12168,2013/2014,0,0,2013-11-10 00:00:00,50669,42008,39304,26223,39273,15732,42651,68436,103882,109121,38920,34530,39555,24970,30453,30603,57124,24507,30598,30905,41044,41411,Italy,Italy Serie A,Chievo Verona,CHI,Milan,ACM
12169,2013/2014,2,1,2013-11-10 00:00:00,176186,144999,38458,178955,24536,27694,38433,47373,37824,38699,155066,155246,184999,27702,163918,25587,163919,92215,121044,41652,172899,,Italy,Italy Serie A,Fiorentina,FIO,Sampdoria,SAM
12170,2013/2014,2,0,2013-11-10 00:00:00,181910,39549,24792,41869,178120,161661,41629,46374,188054,72518,30881,105828,22283,168569,42691,39763,178603,282775,24516,245572,30709,40601,Italy,Italy Serie A,Genoa,GEN,Hellas Verona,VER
12171,2013/2014,2,0,2013-11-09 00:00:00,42422,25526,31300,30492,19352,199833,30930,50189,98254,41199,30991,181920,244816,163557,120132,362115,79256,317156,41369,42393,111794,27613,Italy,Italy Serie A,Inter,INT,Livorno,LIV
12172,2013/2014,3,0,2013-11-10 00:00:00,30717,30902,24235,49543,109298,49939,30731,248453,111862,38817,33030,30660,39535,155050,34029,49860,30966,25818,150330,41658,193441,25759,Italy,Italy Serie A,Juventus,JUV,Napoli,NAP
