team_long_name,team_short_name,date,defenceAggression,defencePressure,defenceTeamWidth
Vitesse,VIT,2013-09-20 00:00:00,45,42,48
Vitesse,VIT,2014-09-19 00:00:00,54,42,62
Vitesse,VIT,2015-09-10 00:00:00,58,60,62
Vitória Guimarães,GUI,2010-02-22 00:00:00,30,30,30
Vitória Guimarães,GUI,2011-02-22 00:00:00,55,55,48
Vitória Guimarães,GUI,2012-02-22 00:00:00,59,50,68
Vitória Guimarães,GUI,2013-09-20 00:00:00,59,50,64
Vitória Guimarães,GUI,2014-09-19 00:00:00,40,37,64
Vitória Guimarães,GUI,2015-09-10 00:00:00,40,37,64
Vitória Setúbal,SET,2010-02-22 00:00:00,30,30,30
Vitória Setúbal,SET,2011-02-22 00:00:00,55,35,50
Vitória Setúbal,SET,2012-02-22 00:00:00,37,37,58
Vitória Setúbal,SET,2013-09-20 00:00:00,37,37,58
Vitória Setúbal,SET,2014-09-19 00:00:00,37,37,58
Vitória Setúbal,SET,2015-09-10 00:00:00,37,37,58
VVV-Venlo,VEN,2010-02-22 00:00:00,50,50,50
VVV-Venlo,VEN,2011-02-22 00:00:00,47,38,49
VVV-Venlo,VEN,2012-02-22 00:00:00,55,46,54
VVV-Venlo,VEN,2013-09-20 00:00:00,42,29,49
Waasland-Beveren,WAA,2013-09-20 00:00:00,49,30,35
Waasland-Beveren,WAA,2014-09-19 00:00:00,37,25,35
Waasland-Beveren,WAA,2015-09-10 00:00:00,32,27,35
Watford,WAT,2010-02-22 00:00:00,70,70,65
Watford,WAT,2011-02-22 00:00:00,47,44,66
Watford,WAT,2012-02-22 00:00:00,50,48,45
Watford,WAT,2013-09-20 00:00:00,52,38,45
Watford,WAT,2014-09-19 00:00:00,52,38,45
Watford,WAT,2015-09-10 00:00:00,52,38,45
SV Werder Bremen,WBR,2010-02-22 00:00:00,65,70,70
SV Werder Bremen,WBR,2011-02-22 00:00:00,48,64,68
SV Werder Bremen,WBR,2012-02-22 00:00:00,50,49,65
SV Werder Bremen,WBR,2013-09-20 00:00:00,50,60,64
SV Werder Bremen,WBR,2014-09-19 00:00:00,50,40,45
SV Werder Bremen,WBR,2015-09-10 00:00:00,47,63,73
West Bromwich Albion,WBA,2010-02-22 00:00:00,70,70,70
West Bromwich Albion,WBA,2011-02-22 00:00:00,55,35,60
West Bromwich Albion,WBA,2012-02-22 00:00:00,38,38,52
West Bromwich Albion,WBA,2013-09-20 00:00:00,31,33,49
West Bromwich Albion,WBA,2014-09-19 00:00:00,40,41,49
West Bromwich Albion,WBA,2015-09-10 00:00:00,40,41,49
West Ham United,WHU,2010-02-22 00:00:00,70,30,30
West Ham United,WHU,2011-02-22 00:00:00,45,45,50
West Ham United,WHU,2012-02-22 00:00:00,34,30,38
West Ham United,WHU,2013-09-20 00:00:00,37,30,41
West Ham United,WHU,2014-09-19 00:00:00,34,30,41
West Ham United,WHU,2015-09-10 00:00:00,37,30,41
KVC Westerlo,WES,2010-02-22 00:00:00,70,70,70
KVC Westerlo,WES,2011-02-22 00:00:00,59,48,67
KVC Westerlo,WES,2012-02-22 00:00:00,45,48,53
KVC Westerlo,WES,2015-09-10 00:00:00,45,48,53
Widzew Łódź,WID,2011-02-22 00:00:00,58,37,63
Widzew Łódź,WID,2012-02-22 00:00:00,32,32,62
Widzew Łódź,WID,2013-09-20 00:00:00,43,32,46
Widzew Łódź,WID,2014-09-19 00:00:00,38,36,65
Wigan Athletic,WIG,2010-02-22 00:00:00,70,35,35
Wigan Athletic,WIG,2011-02-22 00:00:00,55,45,65
Wigan Athletic,WIG,2012-02-22 00:00:00,42,40,44
Wigan Athletic,WIG,2013-09-20 00:00:00,52,56,44
Wigan Athletic,WIG,2014-09-19 00:00:00,57,62,44
Wigan Athletic,WIG,2015-09-10 00:00:00,48,62,44
Willem II,WII,2010-02-22 00:00:00,30,30,30
Willem II,WII,2011-02-22 00:00:00,63,28,62
Willem II,WII,2013-09-20 00:00:00,35,43,47
Willem II,WII,2015-09-10 00:00:00,45,43,47
Wisła Kraków,WIS,2010-02-22 00:00:00,70,70,65
Wisła Kraków,WIS,2011-02-22 00:00:00,47,58,52
Wisła Kraków,WIS,2012-02-22 00:00:00,58,60,61
Wisła Kraków,WIS,2013-09-20 00:00:00,58,60,61
Wisła Kraków,WIS,2014-09-19 00:00:00,66,60,53
Wisła Kraków,WIS,2015-09-10 00:00:00,58,62,37
VfL Wolfsburg,WOL,2010-02-22 00:00:00,60,45,50
VfL Wolfsburg,WOL,2011-02-22 00:00:00,47,58,66
VfL Wolfsburg,WOL,2012-02-22 00:00:00,40,38,45
VfL Wolfsburg,WOL,2013-09-20 00:00:00,42,64,55
VfL Wolfsburg,WOL,2014-09-19 00:00:00,48,59,47
VfL Wolfsburg,WOL,2015-09-10 00:00:00,46,66,55
Wolverhampton Wanderers,WOL,2010-02-22 00:00:00,70,70,70
Wolverhampton Wanderers,WOL,2011-02-22 00:00:00,45,45,50
Wolverhampton Wanderers,WOL,2012-02-22 00:00:00,60,48,45
Wolverhampton Wanderers,WOL,2013-09-20 00:00:00,48,42,52
Wolverhampton Wanderers,WOL,2014-09-19 00:00:00,48,47,52
Wolverhampton Wanderers,WOL,2015-09-10 00:00:00,48,47,55
Neuchâtel Xamax,XAM,2010-02-22 00:00:00,45,50,55
Neuchâtel Xamax,XAM,2011-02-22 00:00:00,45,49,52
Neuchâtel Xamax,XAM,2012-02-22 00:00:00,31,34,51
Xerez Club Deportivo,XER,2010-02-22 00:00:00,50,45,45
Xerez Club Deportivo,XER,2011-02-22 00:00:00,52,46,67
Xerez Club Deportivo,XER,2012-02-22 00:00:00,54,49,50
Xerez Club Deportivo,XER,2013-09-20 00:00:00,54,49,50
BSC Young Boys,YB,2010-02-22 00:00:00,55,55,60
BSC Young Boys,YB,2011-02-22 00:00:00,49,48,61
BSC Young Boys,YB,2012-02-22 00:00:00,34,44,50
BSC Young Boys,YB,2013-09-20 00:00:00,34,44,50
BSC Young Boys,YB,2014-09-19 00:00:00,34,44,50
BSC Young Boys,YB,2015-09-10 00:00:00,34,44,50
Zagłębie Lubin,ZAG,2010-02-22 00:00:00,70,70,70
Zagłębie Lubin,ZAG,2011-02-22 00:00:00,58,47,52
Zagłębie Lubin,ZAG,2012-02-22 00:00:00,47,58,52
Zagłębie Lubin,ZAG,2013-09-20 00:00:00,47,58,52
Zagłębie Lubin,ZAG,2014-09-19 00:00:00,38,58,52
Real Zaragoza,ZAR,2010-02-22 00:00:00,30,40,45
Real Zaragoza,ZAR,2011-02-22 00:00:00,40,38,53
Real Zaragoza,ZAR,2012-02-22 00:00:00,46,51,61
Real Zaragoza,ZAR,2013-09-20 00:00:00,46,51,61
Real Zaragoza,ZAR,2014-09-19 00:00:00,46,51,61
Real Zaragoza,ZAR,2015-09-10 00:00:00,43,48,49
Zawisza Bydgoszcz,ZAW,2014-09-19 00:00:00,47,44,52
Zawisza Bydgoszcz,ZAW,2015-09-10 00:00:00,47,44,52
SV Zulte-Waregem,ZUL,2010-02-22 00:00:00,60,70,70
SV Zulte-Waregem,ZUL,2011-02-22 00:00:00,48,46,53
SV Zulte-Waregem,ZUL,2012-02-22 00:00:00,55,44,53
SV Zulte-Waregem,ZUL,2013-09-20 00:00:00,58,44,37
SV Zulte-Waregem,ZUL,2014-09-19 00:00:00,58,44,37
SV Zulte-Waregem,ZUL,2015-09-10 00:00:00,58,44,37
